,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,1.2592363357543945,0.8900003433227539,1.068914532661438,0.8413407206535339
1,1.0181266069412231,0.8045541048049927,1.0479984283447266,0.8239970803260803
2,0.9338006377220154,0.7695192694664001,0.9518514275550842,0.7816609740257263
3,0.8795594573020935,0.7458767890930176,0.9589143395423889,0.7852280139923096
4,0.8389827609062195,0.7274683713912964,0.9602324962615967,0.7856841087341309
5,0.8094494342803955,0.7145004868507385,0.9271019101142883,0.7669149041175842
6,0.788316011428833,0.7044171690940857,0.9260179996490479,0.7688530087471008
7,0.769085168838501,0.6959378719329834,0.9257135987281799,0.7647387981414795
8,0.7489708065986633,0.6862704753875732,0.9320259690284729,0.7676352858543396
9,0.7341047525405884,0.6792258620262146,0.9356123805046082,0.7708800435066223
10,0.7187035083770752,0.6720333695411682,0.929478108882904,0.7649879455566406
11,0.7040000557899475,0.6651690602302551,0.9418752789497375,0.7735865116119385
12,0.6914580464363098,0.6593820452690125,0.9438943266868591,0.7747427821159363
13,0.6749131083488464,0.6506433486938477,0.9583141803741455,0.7801029086112976
14,0.662410318851471,0.6447145342826843,0.9684093594551086,0.7831935882568359
15,0.6504169702529907,0.638963520526886,0.9747615456581116,0.7877206802368164
16,0.6373592615127563,0.6327856779098511,0.9880850911140442,0.7927849888801575
17,0.6255351305007935,0.626518964767456,0.985297441482544,0.7914888262748718
18,0.6132998466491699,0.6204046607017517,0.9902904033660889,0.7940587401390076
19,0.6016049385070801,0.6139207482337952,1.0093672275543213,0.8014305233955383
20,0.5909386277198792,0.6091776490211487,1.0187501907348633,0.8072854280471802
21,0.5769518613815308,0.6020093560218811,1.0249583721160889,0.8089339137077332
22,0.5666148662567139,0.5963730812072754,1.0485033988952637,0.8177586197853088
23,0.557544469833374,0.5916314721107483,1.0518395900726318,0.8196141719818115
24,0.5476815700531006,0.5861160159111023,1.0414894819259644,0.817548930644989
25,0.5401411652565002,0.5824934244155884,1.0589755773544312,0.8229091763496399
26,0.5285389423370361,0.5763570070266724,1.0480005741119385,0.8169972896575928
27,0.5207087397575378,0.5713261365890503,1.0573092699050903,0.8210954666137695
28,0.5120030045509338,0.5668737292289734,1.0652704238891602,0.8255727291107178
29,0.5026071667671204,0.5615347027778625,1.089111089706421,0.8337764739990234
30,0.4939453601837158,0.5566397905349731,1.0797187089920044,0.8311906456947327
31,0.4873594343662262,0.5533532500267029,1.0842801332473755,0.8303567171096802
32,0.4783785939216614,0.5477114915847778,1.095255970954895,0.8367801308631897
33,0.4707452654838562,0.5429803729057312,1.1052595376968384,0.8406906127929688
34,0.4650613069534302,0.5406368374824524,1.0998797416687012,0.8384273648262024
35,0.4573668837547302,0.5353060364723206,1.1101304292678833,0.8429408669471741
36,0.45075514912605286,0.531722903251648,1.1071754693984985,0.8431543111801147
37,0.44569849967956543,0.5292593836784363,1.1150683164596558,0.8452391624450684
38,0.43961301445961,0.5254330635070801,1.1248096227645874,0.8490639925003052
39,0.4332520365715027,0.5218027234077454,1.1214646100997925,0.846967875957489
40,0.4268489480018616,0.5178229808807373,1.1247092485427856,0.8495280742645264
41,0.42221134901046753,0.5147625803947449,1.1345096826553345,0.8519008755683899
42,0.41659918427467346,0.5117650032043457,1.1384485960006714,0.8539391160011292
43,0.40829169750213623,0.5060706734657288,1.1660040616989136,0.8662492036819458
44,0.4058888554573059,0.5050706267356873,1.140441656112671,0.8556426167488098
45,0.39991849660873413,0.5009887218475342,1.1539981365203857,0.8620045781135559
46,0.3963130712509155,0.4989599883556366,1.1557270288467407,0.8598737716674805
47,0.3903084695339203,0.4948875904083252,1.1658222675323486,0.8651465773582458
48,0.38632044196128845,0.4924186170101166,1.1533926725387573,0.8603783249855042
49,0.3822213411331177,0.4898667335510254,1.17513906955719,0.8699498772621155
