,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,1.2387765645980835,0.8847271203994751,1.028346061706543,0.8206303715705872
1,1.0087116956710815,0.8008149266242981,0.9780464172363281,0.792513370513916
2,0.9239504933357239,0.7647320032119751,0.9554063081741333,0.7856954336166382
3,0.8708958625793457,0.7418221831321716,0.9228091835975647,0.7686789631843567
4,0.8361135125160217,0.7267130017280579,0.9377626776695251,0.7757999897003174
5,0.808312714099884,0.7136967182159424,0.9443657994270325,0.7788252234458923
6,0.7857652902603149,0.7035349607467651,0.9187353253364563,0.7636809945106506
7,0.7676396369934082,0.6947081089019775,0.925434947013855,0.7672833204269409
8,0.7499691247940063,0.6862771511077881,0.9317777752876282,0.7700958847999573
9,0.7362884283065796,0.6801096200942993,0.9264096617698669,0.7680898904800415
10,0.7206881642341614,0.6730788946151733,0.9274498820304871,0.7661051750183105
11,0.7057511806488037,0.6662923693656921,0.9417219758033752,0.7710506916046143
12,0.6897332072257996,0.6582697033882141,0.9396059513092041,0.7706842422485352
13,0.6777903437614441,0.6523170471191406,0.959647536277771,0.7811762094497681
14,0.664939820766449,0.6466885805130005,0.9778221845626831,0.789962112903595
15,0.6487339735031128,0.6382919549942017,0.9742640852928162,0.7872181534767151
16,0.6375660300254822,0.6332080364227295,0.9756268262863159,0.7879977822303772
17,0.6245414018630981,0.6261072158813477,0.9899071455001831,0.7942509651184082
18,0.6135894656181335,0.6209877729415894,0.9879918694496155,0.7936791181564331
19,0.6028251647949219,0.6145519614219666,1.001365065574646,0.7992349863052368
20,0.5903369188308716,0.609063982963562,1.0196189880371094,0.8082323670387268
21,0.5787522196769714,0.6029346585273743,1.017094373703003,0.805120050907135
22,0.5682654976844788,0.5975853204727173,1.0371860265731812,0.8139904141426086
23,0.5569772720336914,0.591486930847168,1.0248581171035767,0.8089612722396851
24,0.5486631393432617,0.5866525173187256,1.0613398551940918,0.8264606595039368
